listing_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
10423648,1280,20485973,Entire home/apt,,Singapore,,MK17,2,0.0,5,2.0,,176.0,,2017-05-17 06:37:06.630518,1.325207,103.850966,0101000020E61000008200193A76F6594065E256410C34F53F
10449374,1280,20485973,Entire home/apt,,Singapore,,TS18,1,0.0,5,0.0,,176.0,,2017-05-17 06:37:03.876759,1.31249,103.849607,0101000020E6100000F9DC09F65FF659408E3BA583F5FFF43F
6284812,1280,31464513,Entire home/apt,,Singapore,,TS29,4,4.5,6,2.0,,173.0,,2017-05-17 06:37:03.864242,1.324099,103.850706,0101000020E6100000B42094F771F659402EA9DA6E822FF53F
12582579,1280,16940959,Entire home/apt,,Singapore,,TS18,1,0.0,6,3.0,,183.0,,2017-05-17 06:37:03.718995,1.313485,103.855393,0101000020E61000008D0E48C2BEF65940C095ECD80804F53F
12582624,1280,16940959,Entire home/apt,,Singapore,,TS17,2,0.0,6,3.0,,183.0,,2017-05-17 06:37:03.684284,1.312842,103.85736,0101000020E610000082397AFCDEF65940310BED9C6601F53F
12582446,1280,16940959,Entire home/apt,,Singapore,,TS18,5,4.0,6,3.0,,183.0,,2017-05-17 06:37:01.935602,1.312942,103.855562,0101000020E6100000D36C1E87C1F65940A2B77878CF01F53F
11072548,1280,20485973,Entire home/apt,,Singapore,,TS29,0,0.0,4,2.0,,176.0,,2017-05-17 06:37:00.192164,1.322741,103.851424,0101000020E6100000E3C116BB7DF65940DD408177F229F53F
15909318,1280,16940959,Entire home/apt,,Singapore,,TS29,0,0.0,4,2.0,,147.0,,2017-05-17 06:37:00.129571,1.320846,103.850877,0101000020E6100000CAFACDC474F65940B2D6506A2F22F53F
16105535,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:36:56.839509,1.326742,103.848252,0101000020E610000010B1C1C249F6594093ACC3D1553AF53F
17465227,1280,29420853,Entire home/apt,,Singapore,,TS18,1,0.0,6,2.0,,150.0,,2017-05-17 06:36:51.662018,1.313212,103.853982,0101000020E6100000DA571EA4A7F65940A06F0B96EA02F53F
11995146,1280,29420853,Entire home/apt,,Singapore,,MK17,4,5.0,6,2.0,,147.0,,2017-05-17 06:36:49.683322,1.324436,103.852907,0101000020E6100000E3E13D0796F6594026529ACDE330F53F
7294533,1280,4082601,Entire home/apt,,Singapore,,MK02,5,4.5,4,2.0,,162.0,,2017-05-17 06:36:41.717637,1.311146,103.804799,0101000020E6100000A036AAD381F35940DC7F643A74FAF43F
16124084,1280,11350090,Entire home/apt,,Singapore,,TS18,4,4.5,4,1.0,,158.0,,2017-05-17 06:36:40.352359,1.317112,103.850674,0101000020E6100000AE635C7171F65940D9B45208E412F53F
8002075,1280,41211336,Entire home/apt,,Singapore,,TS27,1,0.0,5,1.0,,164.0,,2017-05-17 06:36:40.304545,1.302169,103.840367,0101000020E6100000CF68AB92C8F5594023D74D29AFD5F43F
17516391,1280,83423140,Entire home/apt,,Singapore,,MK01,1,0.0,4,2.0,,185.0,,2017-05-17 06:36:40.275018,1.282682,103.831924,0101000020E61000007B30293E3EF559409BAF928FDD85F43F
15537570,1280,26823765,Entire home/apt,,Singapore,,TS02,0,0.0,3,1.0,,150.0,,2017-05-17 06:36:40.232899,1.278842,103.847701,0101000020E610000056F2B1BB40F659400C056C072376F43F
10128266,1280,51957675,Entire home/apt,,Singapore,,TS27,7,3.5,5,1.0,,153.0,,2017-05-17 06:36:40.147941,1.30265,103.840213,0101000020E6100000242BBF0CC6F559408126C286A7D7F43F
13836595,1280,229339,Entire home/apt,,Singapore,,MK01,4,4.0,4,2.0,,185.0,,2017-05-17 06:36:38.729116,1.283679,103.83211,0101000020E61000002C2B4D4A41F55940E3FDB8FDF289F43F
14080623,1280,38987109,Entire home/apt,,Singapore,,MK01,1,0.0,4,2.0,,185.0,,2017-05-17 06:36:38.654471,1.282459,103.832137,0101000020E6100000A9328CBB41F55940B35F77BAF384F43F
18502599,1280,127537586,Entire home/apt,,Singapore,,MK17,0,0.0,5,2.0,,147.0,,2017-05-17 06:36:38.536732,1.325597,103.851619,0101000020E6100000BE69FAEC80F65940B7CF2A33A535F53F
11283839,1280,8492007,Entire home/apt,,Singapore,,TS29,4,3.5,7,2.0,,155.0,,2017-05-17 06:36:36.748392,1.322801,103.850919,0101000020E6100000E222F77475F6594087DBA161312AF53F
13247026,1280,8492007,Entire home/apt,,Singapore,,MK17,3,3.0,4,2.0,,183.0,,2017-05-17 06:36:33.267130,1.327455,103.846846,0101000020E6100000E6AF90B932F659403E963E74413DF53F
10841109,1280,29420853,Entire home/apt,,Singapore,,MK17,5,4.5,6,2.0,,150.0,,2017-05-17 06:36:31.539183,1.324609,103.852627,0101000020E6100000F12BD67091F65940D5CBEF349931F53F
14376831,1280,22103887,Entire home/apt,,Singapore,,TS28,3,5.0,5,2.0,,146.0,,2017-05-17 06:36:31.536474,1.315897,103.842412,0101000020E610000082700514EAF55940E2783E03EA0DF53F
5164394,1280,12592185,Entire home/apt,,Singapore,,MK02,71,4.0,6,2.0,,145.0,,2017-05-17 06:36:31.532766,1.314312,103.802337,0101000020E6100000BAD7497D59F359407BD80B056C07F53F
13048073,1280,72214953,Entire home/apt,,Singapore,,MK02,3,0.0,5,3.0,,146.0,,2017-05-17 06:36:31.516597,1.311613,103.800161,0101000020E610000038A27BD635F359409A22C0E95DFCF43F
14637548,1280,229339,Entire home/apt,,Singapore,,MK01,0,0.0,2,1.0,,165.0,,2017-05-17 06:36:31.474251,1.283319,103.832078,0101000020E6100000266E15C440F55940E65DF5807988F43F
18503764,1280,127537586,Entire home/apt,,Singapore,,MK17,0,0.0,5,2.0,,147.0,,2017-05-17 06:36:31.451114,1.328884,103.849124,0101000020E6100000EB8F300C58F65940B6D782DE1B43F53F
8162661,1280,34809521,Entire home/apt,,Singapore,,TS30,1,0.0,2,1.0,,169.0,,2017-05-17 06:36:29.867963,1.281991,103.852954,0101000020E610000083BF5FCC96F65940EA42ACFE0883F43F
6528111,1280,244567,Entire home/apt,,Singapore,,MK01,3,5.0,2,1.0,,149.0,,2017-05-17 06:36:28.139080,1.283153,103.834057,0101000020E6100000FE7F9C3061F55940863AAC70CB87F43F
17215379,1280,115895095,Entire home/apt,,Singapore,,MK01,2,0.0,5,2.0,,162.0,,2017-05-17 06:36:28.123990,1.287272,103.826652,0101000020E6100000124BCADDE7F4594079E75086AA98F43F
8001843,1280,41211336,Entire home/apt,,Singapore,,TS27,6,4.0,6,2.0,,178.0,,2017-05-17 06:36:28.108230,1.300992,103.840495,0101000020E6100000E65C8AABCAF55940DCB8C5FCDCD0F43F
10061662,1280,30813087,Entire home/apt,,Singapore,,TS27,4,4.0,6,1.0,,164.0,,2017-05-17 06:36:28.095649,1.302501,103.839209,0101000020E61000009160AA99B5F55940E21DE0490BD7F43F
17684121,1280,29420853,Entire home/apt,,Singapore,,TS18,0,0.0,6,2.0,,150.0,,2017-05-17 06:36:26.251803,1.314043,103.853225,0101000020E61000004BC8073D9BF65940899AE8F35106F53F
17801220,1280,6610627,Entire home/apt,,Singapore,,TS09,0,0.0,2,1.0,,147.0,,2017-05-17 06:36:26.249267,1.29066,103.83979,0101000020E610000080608E1EBFF55940F415A4198BA6F43F
17631521,1280,107229569,Entire home/apt,,Singapore,,TS27,0,0.0,5,1.0,,176.0,,2017-05-17 06:36:26.215257,1.303219,103.838086,0101000020E6100000124F7633A3F55940C669882AFCD9F43F
16226226,1280,13123507,Entire home/apt,,Singapore,,TS21,2,0.0,3,2.0,,147.0,,2017-05-17 06:36:26.203991,1.2973,103.834679,0101000020E61000001CEA77616BF55940E09C11A5BDC1F43F
16603642,1280,38987109,Entire home/apt,,Singapore,,MK01,0,0.0,2,1.0,,165.0,,2017-05-17 06:36:26.137535,1.282659,103.832114,0101000020E6100000CD22145B41F5594095B88E71C585F43F
7923202,1280,41211336,Entire home/apt,,Singapore,,TS27,13,4.5,4,1.0,,163.0,,2017-05-17 06:36:26.023366,1.302503,103.840489,0101000020E610000075E95F92CAF55940F911BF620DD7F43F
14637700,1280,51549370,Entire home/apt,,Singapore,,MK01,0,0.0,2,1.0,,163.0,,2017-05-17 06:36:24.428185,1.281631,103.830734,0101000020E6100000386BF0BE2AF55940ECA2E8818F81F43F
8243044,1280,4249991,Entire home/apt,,Singapore,,TS30,1,0.0,3,2.0,,175.0,,2017-05-17 06:36:24.293647,1.280517,103.853513,0101000020E61000007F6DFDF49FF65940718DCF64FF7CF43F
14350456,1280,1991515,Entire home/apt,,Singapore,,TS02,1,0.0,2,0.0,,155.0,,2017-05-17 06:36:22.283079,1.279329,103.84779,0101000020E61000000EF8FC3042F65940AD307DAF2178F43F
5310112,1280,24098493,Entire home/apt,,Singapore,,TS23,7,4.5,4,1.0,,146.0,,2017-05-17 06:36:22.198468,1.273225,103.844655,0101000020E6100000C959D8D30EF659409031772D215FF43F
15572948,1280,99329030,Entire home/apt,,Singapore,,MK01,0,0.0,2,1.0,,160.0,,2017-05-17 06:36:16.786926,1.28331,103.831791,0101000020E6100000DB8651103CF559407F130A117088F43F
17309287,1280,12532802,Entire home/apt,,Singapore,,TS24,0,0.0,4,3.0,,147.0,,2017-05-17 06:36:16.747813,1.29488,103.827744,0101000020E6100000745DF8C1F9F4594064E94317D4B7F43F
12825181,1280,34809521,Entire home/apt,,Singapore,,TS03,0,0.0,2,1.0,,147.0,,2017-05-17 06:36:15.072868,1.276058,103.844545,0101000020E610000005C078060DF6594064C91CCBBB6AF43F
5310283,1280,24098493,Entire home/apt,,Singapore,,TS23,20,5.0,4,1.0,,161.0,,2017-05-17 06:36:15.066479,1.273186,103.846552,0101000020E6100000429770E82DF65940D4997B48F85EF43F
5253951,1280,9653330,Entire home/apt,,Singapore,,TS19,95,4.5,7,2.0,,168.0,,2017-05-17 06:36:14.160428,1.306864,103.846712,0101000020E61000005E48878730F65940AC1DC539EAE8F43F
18508375,1280,102927583,Entire home/apt,,Singapore,,TS30,0,0.0,2,1.0,,147.0,,2017-05-17 06:36:09.754800,1.280757,103.851799,0101000020E6100000FEF0F3DF83F659401AF8510DFB7DF43F
13266699,1280,20870482,Entire home/apt,,Singapore,,TS03,12,4.5,2,1.0,,150.0,,2017-05-17 06:36:09.738277,1.28055,103.846891,0101000020E6100000B6114F7633F65940E9482EFF217DF43F
16435203,1280,8492007,Entire home/apt,,Singapore,,TS03,2,0.0,4,1.0,,146.0,,2017-05-17 06:36:09.735281,1.276113,103.844103,0101000020E610000027DD96C805F65940D6011077F56AF43F
16443023,1280,48754014,Entire home/apt,,Singapore,,TS02,15,5.0,4,2.0,,147.0,,2017-05-17 06:36:09.706608,1.280443,103.848644,0101000020E6100000957CEC2E50F65940284696CCB17CF43F
10131384,1280,38215778,Entire home/apt,,Singapore,,MK25,11,3.5,6,2.0,,150.0,,2017-05-17 06:36:07.682992,1.312989,103.885231,0101000020E6100000F299EC9FA7F85940B81FF0C00002F53F
12143708,1280,9653330,Entire home/apt,,Singapore,,MK25,1,0.0,12,4.0,,168.0,,2017-05-17 06:36:07.673877,1.311234,103.878949,0101000020E610000086764EB340F85940C573B680D0FAF43F
16382475,1280,16305681,Entire home/apt,,Singapore,,MK24,1,0.0,5,3.0,,182.0,,2017-05-17 06:36:06.228662,1.31604,103.888605,0101000020E6100000F98381E7DEF859403CA583F57F0EF53F
18468663,1280,26472519,Entire home/apt,,Singapore,,MK25,0,0.0,6,3.0,,183.0,,2017-05-17 06:36:03.657923,1.311652,103.895491,0101000020E610000031B77BB94FF9594056BABBCE86FCF43F
7629775,1280,39782696,Entire home/apt,,Singapore,,MK17,1,0.0,6,2.0,,183.0,,2017-05-17 06:35:59.824345,1.326095,103.850539,0101000020E61000003E3E213B6FF65940D6390664AF37F53F
7612115,1280,39782696,Entire home/apt,,Singapore,,MK17,4,4.0,6,2.0,,175.0,,2017-05-17 06:35:58.315523,1.325782,103.85429,0101000020E610000031D3F6AFACF65940EF01BA2F6736F53F
9435947,1280,35691521,Entire home/apt,,Singapore,,TS29,3,3.0,6,2.0,,182.0,,2017-05-17 06:35:58.282212,1.322996,103.851172,0101000020E610000057D11F9A79F6594031D28BDAFD2AF53F
604966,1280,2996022,Entire home/apt,,Singapore,,MK04,9,4.5,4,2.0,,184.0,,2017-05-17 06:35:57.079718,1.331706,103.793826,0101000020E6100000BA2D910BCEF259400E315EF3AA4EF53F
12584578,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,4,1.0,,168.0,,2017-05-17 06:35:57.077191,1.32459,103.851204,0101000020E61000005C8E57207AF65940FDBCA9488531F53F
12817369,1280,32184450,Entire home/apt,,Singapore,,MK17,1,0.0,6,2.0,,183.0,,2017-05-17 06:35:57.067398,1.32419,103.851888,0101000020E6100000B6F63E5585F65940390B7BDAE12FF53F
8582899,1280,39782696,Entire home/apt,,Singapore,,MK17,3,3.0,6,2.0,,162.0,,2017-05-17 06:35:57.062788,1.323972,103.851736,0101000020E6100000DB34B6D782F659408A1D8D43FD2EF53F
16118081,1280,35691521,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,182.0,,2017-05-17 06:35:57.057911,1.327317,103.850516,0101000020E6100000622EA9DA6EF659401DCC26C0B03CF53F
16010062,1280,20485973,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:57.044155,1.323949,103.85403,0101000020E610000062F3716DA8F6594085268925E52EF53F
7907767,1280,35691521,Entire home/apt,,Singapore,,MK17,2,0.0,6,2.0,,182.0,,2017-05-17 06:35:57.030030,1.324937,103.851888,0101000020E6100000B6F63E5585F65940672AC423F132F53F
10699345,1280,20485973,Entire home/apt,,Singapore,,MK17,0,0.0,5,2.0,,183.0,,2017-05-17 06:35:57.024031,1.32328,103.857083,0101000020E610000049BDA772DAF65940CE3637A6272CF53F
6277903,1280,32184450,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,183.0,,2017-05-17 06:35:57.020973,1.324843,103.853611,0101000020E610000060200890A1F659403A5AD5928E32F53F
12584423,1280,16940959,Entire home/apt,,Singapore,,MK17,1,0.0,6,3.0,,183.0,,2017-05-17 06:35:55.492418,1.327541,103.844326,0101000020E6100000664AEB6F09F659401096B1A19B3DF53F
12715377,1280,32184450,Entire home/apt,,Singapore,,MK17,1,0.0,6,2.0,,183.0,,2017-05-17 06:35:55.488540,1.325682,103.854587,0101000020E61000008D25AC8DB1F659407E552E54FE35F53F
8227963,1280,35691521,Entire home/apt,,Singapore,,TS29,1,0.0,6,2.0,,163.0,,2017-05-17 06:35:55.484854,1.324209,103.849735,0101000020E61000000FD1E80E62F65940111AC1C6F52FF53F
8315144,1280,39782696,Entire home/apt,,Singapore,,MK17,0,0.0,5,2.0,,162.0,,2017-05-17 06:35:55.447832,1.32453,103.852277,0101000020E61000008388D4B48BF659405322895E4631F53F
8560786,1280,8492007,Entire home/apt,,Singapore,,MK17,3,4.0,6,2.0,,183.0,,2017-05-17 06:35:55.445716,1.324748,103.852199,0101000020E6100000C5ABAC6D8AF65940021077F52A32F53F
18127253,1280,29420853,Entire home/apt,,Singapore,,MK17,1,0.0,6,2.0,,150.0,,2017-05-17 06:35:55.442026,1.325584,103.851552,0101000020E6100000FAB5F5D37FF65940249D81919735F53F
8977564,1280,35691521,Entire home/apt,,Singapore,,TS29,0,0.0,6,2.0,,182.0,,2017-05-17 06:35:55.397427,1.32463,103.850308,0101000020E6100000BDE13E726BF65940C4CE143AAF31F53F
16582518,1280,31464513,Entire home/apt,,Singapore,,TS29,0,0.0,6,2.0,,180.0,,2017-05-17 06:35:54.143193,1.322918,103.852365,0101000020E610000053D0ED258DF65940BAA29410AC2AF53F
16009968,1280,20485973,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:54.133607,1.323157,103.853379,0101000020E6100000F705F4C29DF659405793A7ACA62BF53F
15896551,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:54.128100,1.326926,103.843365,0101000020E6100000D46531B1F9F55940BF64E3C1163BF53F
16010293,1280,20485973,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:54.112871,1.324685,103.854068,0101000020E6100000D923D40CA9F65940350708E6E831F53F
12584407,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,183.0,,2017-05-17 06:35:54.101979,1.3274,103.844026,0101000020E610000051BEA08504F65940CC5D4BC8073DF53F
18483815,1280,44963942,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,176.0,,2017-05-17 06:35:52.478183,1.327198,103.851759,0101000020E6100000B7442E3883F65940D41055F8333CF53F
16010162,1280,20485973,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:52.472600,1.322995,103.853525,0101000020E610000061545227A0F6594025581CCEFC2AF53F
13141354,1280,26274687,Entire home/apt,,Singapore,,TS29,0,0.0,4,3.0,,162.0,,2017-05-17 06:35:52.470202,1.324827,103.849014,0101000020E610000027F6D03E56F6594084B9DDCB7D32F53F
7903398,1280,32184450,Entire home/apt,,Singapore,,MK17,0,0.0,6,1.0,,162.0,,2017-05-17 06:35:52.467105,1.327705,103.850799,0101000020E61000000C1EA67D73F6594058C51B99473EF53F
7666116,1280,32184450,Entire home/apt,,Singapore,,MK17,1,0.0,6,2.0,,147.0,,2017-05-17 06:35:52.452316,1.323166,103.853141,0101000020E61000001C78B5DC99F65940BEDD921CB02BF53F
7957893,1280,31464513,Entire home/apt,,Singapore,,TS29,1,0.0,6,2.0,,169.0,,2017-05-17 06:35:52.449722,1.324186,103.851001,0101000020E610000040F7E5CC76F659400C23BDA8DD2FF53F
10660758,1280,31464513,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,183.0,,2017-05-17 06:35:52.443409,1.323368,103.864362,0101000020E6100000EE79FEB451F75940B72A89EC832CF53F
11026924,1280,35691521,Entire home/apt,,Singapore,,TS29,0,0.0,6,2.0,,182.0,,2017-05-17 06:35:52.429894,1.325693,103.846963,0101000020E6100000037B4CA434F65940FB93F8DC0936F53F
13118138,1280,35691521,Entire home/apt,,Singapore,,TS29,0,0.0,6,2.0,,176.0,,2017-05-17 06:35:52.427145,1.324209,103.850328,0101000020E6100000E1B721C66BF65940111AC1C6F52FF53F
14196766,1280,31464513,Entire home/apt,,Singapore,,TS29,0,0.0,6,2.0,,183.0,,2017-05-17 06:35:52.421378,1.323294,103.851966,0101000020E610000074D3669C86F659406DE34F54362CF53F
15896636,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:52.401200,1.326665,103.843539,0101000020E6100000A379008BFCF5594027F73B14053AF53F
6310906,1280,19484680,Entire home/apt,,Singapore,,MK24,0,0.0,4,2.0,,147.0,,2017-05-17 06:35:50.947379,1.336828,103.870991,0101000020E610000010070951BEF759408D08C6C1A563F53F
4351937,1280,22590759,Entire home/apt,,Singapore,,MK17,0,0.0,6,2.0,,162.0,,2017-05-17 06:35:50.934075,1.330776,103.867822,0101000020E6100000F52F49658AF75940BFD364C6DB4AF53F
13892448,1280,35691521,Entire home/apt,,Singapore,,MK17,3,4.5,6,2.0,,182.0,,2017-05-17 06:35:49.576204,1.323259,103.854116,0101000020E610000062BF27D6A9F65940DF3312A1112CF53F
12988799,1280,47723162,Entire home/apt,,Singapore,,MK18,2,0.0,6,3.0,,147.0,,2017-05-17 06:35:49.499275,1.364451,103.831588,0101000020E6100000BFEFDFBC38F5594075E95F92CAD4F53F
3648739,1280,13757764,Entire home/apt,,Singapore,,MK17,23,4.5,5,2.0,,168.0,,2017-05-17 06:35:48.339029,1.331027,103.868777,0101000020E610000016A1D80A9AF75940E57CB1F7E24BF53F
10217623,1280,37304388,Entire home/apt,,Singapore,,MK15,0,0.0,6,2.0,,182.0,,2017-05-17 06:35:48.260707,1.356517,103.828828,0101000020E6100000958098840BF559400F7D772B4BB4F53F
8642934,1280,21322237,Entire home/apt,,Singapore,,TS23,0,0.0,4,2.0,,183.0,,2017-05-17 06:35:45.273551,1.277567,103.841414,0101000020E610000061191BBAD9F559406A2E3718EA70F43F
17742972,1280,16305681,Entire home/apt,,Singapore,,MK25,0,0.0,5,3.0,,168.0,,2017-05-17 06:35:45.177350,1.30654,103.900092,0101000020E61000000AD9791B9BF9594048A7AE7C96E7F43F
16588390,1280,109325217,Entire home/apt,,Singapore,,TS30,0,0.0,3,2.0,,183.0,,2017-05-17 06:35:43.440562,1.282978,103.853663,0101000020E610000089B3226AA2F65940C0CC77F01387F43F
15472815,1280,882659,Entire home/apt,,Singapore,,TS05,7,5.0,4,1.0,,180.0,,2017-05-17 06:35:43.389582,1.281436,103.841499,0101000020E610000078279F1EDBF5594043ACFE08C380F43F
6943222,1280,3951127,Entire home/apt,,Singapore,,TS03,3,4.5,3,1.0,,181.0,,2017-05-17 06:35:43.386290,1.275277,103.844291,0101000020E6100000A8531EDD08F65940B47405DB8867F43F
17883529,1280,103759551,Entire home/apt,,Singapore,,TS18,0,0.0,5,2.0,,147.0,,2017-05-17 06:35:41.521389,1.318235,103.851267,0101000020E6100000804A95287BF65940BA1457957D17F53F
16435842,1280,8492007,Entire home/apt,,Singapore,,MK17,0,0.0,5,1.0,,168.0,,2017-05-17 06:35:40.223000,1.325063,103.852689,0101000020E61000002C2AE27492F65940003CA2427533F53F
12298936,1280,52259176,Entire home/apt,,Singapore,,MK23,6,5.0,5,2.0,,147.0,,2017-05-17 06:35:40.054895,1.321021,103.911749,0101000020E6100000494A7A185AFA5940784485EAE622F53F
7026290,1280,10565644,Entire home/apt,,Singapore,,TS03,1,0.0,2,1.0,,147.0,,2017-05-17 06:35:36.380424,1.275238,103.843797,0101000020E6100000A0DD21C500F65940F9DC09F65F67F43F
8848001,1280,34274677,Entire home/apt,,Singapore,,MK25,50,5.0,6,3.0,,183.0,,2017-05-17 06:35:36.210160,1.313276,103.885509,0101000020E610000013D4F02DACF8594078F2E9B12D03F53F
18690677,1280,103759551,Entire home/apt,,Singapore,,TS27,0,0.0,7,2.0,,169.0,,2017-05-17 06:35:34.261718,1.302456,103.838181,0101000020E61000003BC8EBC1A4F55940E3A9471ADCD6F43F
7107229,1280,27341420,Entire home/apt,,Singapore,,MK02,15,4.5,5,2.0,,147.0,,2017-05-17 06:35:32.390882,1.315088,103.803978,0101000020E6100000062D246074F35940F3CAF5B6990AF53F
18729194,1280,84189952,Entire home/apt,,Singapore,,TS19,0,0.0,6,3.0,,162.0,,2017-05-17 06:35:30.727661,1.301409,103.849917,0101000020E610000020D4450A65F6594062855B3E92D2F43F
15164071,1280,32184450,Entire home/apt,,Singapore,,MK17,2,0.0,4,2.0,,147.0,,2017-05-17 06:35:30.476317,1.328318,103.865428,0101000020E6100000BB421F2C63F7594093020B60CA40F53F
13265702,1280,8492007,Entire home/apt,,Singapore,,MK17,10,4.0,6,2.0,,152.0,,2017-05-17 06:35:29.033761,1.324137,103.8527,0101000020E6100000265305A392F65940DEC66647AA2FF53F
18133501,1280,103759551,Entire home/apt,,Singapore,,TS29,0,0.0,8,3.0,,183.0,,2017-05-17 06:35:28.983261,1.326018,103.844565,0101000020E610000029965B5A0DF659406A847EA65E37F53F
18134377,1280,103759551,Entire home/apt,,Singapore,,TS29,0,0.0,8,3.0,,176.0,,2017-05-17 06:35:28.948050,1.326096,103.844938,0101000020E61000007349D57613F65940E1B37570B037F53F
6457878,1280,10565644,Entire home/apt,,Singapore,,TS03,31,4.0,2,1.0,,147.0,,2017-05-17 06:35:27.275996,1.274886,103.845469,0101000020E61000000932022A1CF65940560DC2DCEE65F43F
14345075,1280,31557326,Entire home/apt,,Singapore,,MK01,0,0.0,2,1.0,,160.0,,2017-05-17 06:35:25.270184,1.283318,103.82981,0101000020E610000033F9669B1BF55940DAE385747888F43F
3987557,1280,8492007,Entire home/apt,,Singapore,,MK17,44,4.0,5,3.0,,169.0,,2017-05-17 06:35:23.289817,1.33556,103.849078,0101000020E61000003370404B57F659403C889D29745EF53F
18554582,1280,126770789,Entire home/apt,,Singapore,,MK24,0,0.0,4,2.0,,153.0,,2017-05-17 06:35:23.157387,1.313109,103.87727,0101000020E6100000C3F0113125F859400D5531957E02F53F
17742555,1280,33189209,Entire home/apt,,Singapore,,MK25,0,0.0,5,3.0,,146.0,,2017-05-17 06:35:21.968788,1.307287,103.898969,0101000020E61000008AC745B588F9594076C6F7C5A5EAF43F
13133088,1280,17851949,Entire home/apt,,Singapore,,TS28,0,0.0,4,2.0,,161.0,,2017-05-17 06:35:21.754009,1.316851,103.83737,0101000020E6100000B329577897F559404147AB5AD211F53F
4440783,1280,10565644,Entire home/apt,,Singapore,,TS03,7,4.5,2,1.0,,147.0,,2017-05-17 06:35:19.840003,1.280648,103.846435,0101000020E610000025CCB4FD2BF659404301DBC1887DF43F
13648100,1280,20828188,Entire home/apt,,Singapore,,MK24,32,5.0,6,2.0,,180.0,,2017-05-17 06:35:19.792662,1.313993,103.883257,0101000020E6100000A33D5E4887F8594050C422861D06F53F
14640463,1280,90892890,Entire home/apt,,Singapore,,MK28,0,0.0,5,2.0,,146.0,,2017-05-17 06:35:18.208404,1.328343,103.914152,0101000020E6100000ACE4637781FA5940AFEDED96E440F53F
12816199,1280,34809521,Entire home/apt,,Singapore,,TS03,16,4.5,2,1.0,,147.0,,2017-05-17 06:35:16.512619,1.275119,103.844806,0101000020E6100000BC5D2F4D11F65940AF21382EE366F43F
7016274,1280,12592185,Entire home/apt,,Singapore,,MK24,45,4.0,10,3.0,,173.0,,2017-05-17 06:35:16.455075,1.313615,103.882925,0101000020E610000088F4DBD781F85940868F88299104F53F
11762812,1280,12464605,Entire home/apt,,Singapore,,MK06,2,0.0,8,3.0,,138.0,,2017-05-17 06:32:07.032204,1.342542,103.71751,0101000020E6100000642310AFEBED5940581AF8510D7BF53F
13083987,1280,71632891,Entire home/apt,,Singapore,,MK31,0,0.0,5,2.0,,133.0,,2017-05-17 06:32:07.009382,1.355615,103.968742,0101000020E6100000BF1072DEFFFD5940FF78AF5A99B0F53F
6607671,1280,21149720,Entire home/apt,,Singapore,,TS17,1,0.0,6,1.0,,134.0,,2017-05-17 06:32:07.006387,1.310151,103.859673,0101000020E61000004510E7E104F75940AB251DE560F6F43F
15492056,1280,21149720,Entire home/apt,,Singapore,,TS17,0,0.0,6,1.0,,134.0,,2017-05-17 06:32:07.001266,1.312291,103.858719,0101000020E61000000B5D8940F5F65940B85CFDD824FFF43F
8016008,1280,41211336,Entire home/apt,,Singapore,,TS21,1,0.0,4,1.0,,141.0,,2017-05-17 06:32:06.997550,1.299268,103.835778,0101000020E6100000D82D02637DF559404AD40B3ECDC9F43F
15000577,1280,91165081,Entire home/apt,,Singapore,,MK01,0,0.0,4,2.0,,126.0,,2017-05-17 06:32:06.991467,1.292143,103.80697,0101000020E61000009AB67F65A5F35940D3156C239EACF43F
15727280,1280,21149720,Entire home/apt,,Singapore,,TS17,1,0.0,6,1.0,,129.0,,2017-05-17 06:32:05.102184,1.311299,103.861662,0101000020E61000002E8D5F7825F75940A87004A914FBF43F
12584662,1280,16940959,Entire home/apt,,Singapore,,MK17,0,0.0,4,2.0,,133.0,,2017-05-17 06:32:05.021737,1.324245,103.851385,0101000020E610000084D382177DF65940AA436E861B30F53F
863633,1280,4529563,Entire home/apt,,Singapore,,TS20,21,4.5,3,1.0,,139.0,,2017-05-17 06:32:05.010006,1.300291,103.8468,0101000020E61000002E90A0F831F65940BA8784EFFDCDF43F
